Lurraldea;Udalerria;Udalerriaren kod.;Hauteskunde-oharra;Oharra;Errolda;Botoak;Baliogabeak;Baliodunak;Zuriak;Botoak hautagaitzei;Abstentzioa;EAJ-PNV;PP;PH;PCTE / ELAK;PSE-EE/PSOE;PUM+J;O.E.;EH BILDU;VOX;EB-AZ;PACMA;PODEMOS-AHAL DUGU - ALIANZA VERDE;IZAN;SUMAR
Gipuzkoa;EZKIO-ITSASO;	035;;;465;317;;317;8;309;148;108;0;;;10;0;;171;3;0;0;3;2;12
Gipuzkoa;GABIRIA;	038;;;407;272;1;271;2;269;135;81;2;;;8;0;;172;0;1;0;5;0;0
Gipuzkoa;GAINTZA;	037;;;101;56;1;55;3;52;45;20;0;;;1;0;;29;0;0;0;2;0;0
Gipuzkoa;GAZTELU;	907;;;125;78;2;76;1;75;47;23;0;;;1;0;;44;0;0;1;6;0;0
Gipuzkoa;GETARIA;	039;;;2162;1630;12;1618;13;1605;532;616;7;;;36;2;;901;3;10;2;13;0;15
Gipuzkoa;HERNANI;	040;;;15762;9511;49;9462;80;9382;6251;2202;290;;;1027;15;;5035;86;28;46;327;18;308
Gipuzkoa;HERNIALDE;	041;;;260;144;;144;1;143;116;59;0;;;2;0;;76;3;1;0;0;1;1
Gipuzkoa;HONDARRIBIA;	036;;;13493;8466;46;8420;101;8319;5027;3599;491;;;891;16;;2742;100;31;33;164;12;240
Gipuzkoa;IBARRA;	042;;;3103;1803;6;1797;19;1778;1300;550;46;;;159;1;;935;17;3;5;25;4;33
Gipuzkoa;IDIAZABAL;	043;;;1696;1121;13;1108;14;1094;575;440;19;;;26;1;;579;2;3;2;18;0;4
Gipuzkoa;IKAZTEGIETA;	044;;;351;229;;229;2;227;122;61;1;;;8;0;;149;1;0;0;5;0;2
Gipuzkoa;IRUN;	045;;;47296;26500;196;26304;290;26014;20796;8425;2635;;;5791;43;;5945;1050;109;196;745;57;1018
Gipuzkoa;IRURA;	046;;;1292;722;3;719;8;711;570;215;13;;;45;2;;390;17;3;2;11;0;13
Gipuzkoa;ITSASONDO;	047;;;453;294;2;292;3;289;159;68;5;;;5;0;;199;0;0;0;5;0;7
Gipuzkoa;LARRAUL;	048;;;192;112;;112;;112;80;32;2;;;5;0;;65;0;0;2;2;0;4
Gipuzkoa;LASARTE-ORIA;	902;;;14770;8673;41;8632;69;8563;6097;2136;619;;;2183;10;;2772;204;27;61;205;15;331
Gipuzkoa;LAZKAO;	049;;;4230;2731;23;2708;17;2691;1499;991;43;;;152;1;;1354;19;4;8;51;7;61
Gipuzkoa;LEABURU;	050;;;283;188;2;186;6;180;95;42;1;;;2;6;;119;0;0;1;3;0;6
Gipuzkoa;LEGAZPI;	051;;;6519;4233;22;4211;32;4179;2286;1345;167;;;507;20;;1865;41;9;14;95;4;112
Gipuzkoa;LEGORRETA;	052;;;1025;670;3;667;13;654;355;241;9;;;23;2;;342;8;0;4;13;0;12
Gipuzkoa;LEINTZ-GATZAGA;	068;;;170;108;2;106;5;101;62;35;0;;;1;0;;63;0;0;0;1;0;1
Gipuzkoa;LEZO;	053;;;4779;2776;13;2763;30;2733;2003;747;71;;;265;1;;1483;22;2;7;51;8;76
Gipuzkoa;LIZARTZA;	054;;;477;294;3;291;2;289;183;43;0;;;0;0;;245;1;0;0;0;0;0
Gipuzkoa;MENDARO;	901;;;1443;895;4;891;5;886;548;343;26;;;74;1;;392;5;2;2;10;3;28
Gipuzkoa;MUNICIPIO CERA GIPUZKOA;	999;;;30657;;;;;;30657;0;0;;;0;0;;0;0;0;0;0;0;0
Gipuzkoa;MUTILOA;	057;;;204;140;;140;6;134;64;34;0;;;4;0;;92;0;0;0;2;0;2
Gipuzkoa;MUTRIKU;	056;;;4082;2618;10;2608;19;2589;1464;988;64;;;91;6;;1337;7;3;8;32;5;48
Gipuzkoa;OIARTZUN;	063;;;8249;5277;21;5256;50;5206;2972;1134;84;;;192;3;;3544;30;14;8;91;9;97
Gipuzkoa;OLABERRIA;	058;;;704;455;1;454;3;451;249;184;20;;;46;0;;175;2;4;2;8;1;9
Gipuzkoa;OÑATI;	059;;;8793;5904;23;5881;38;5843;2889;1917;97;;;273;2;;3360;9;2;9;72;7;95
Gipuzkoa;ORDIZIA;	076;;;6995;4408;20;4388;52;4336;2587;1484;135;;;432;5;;1877;44;11;13;180;10;145
Gipuzkoa;ORENDAIN;	905;;;173;123;;123;3;120;50;22;0;;;0;0;;95;1;0;1;0;0;1
Gipuzkoa;OREXA;	060;;;84;64;2;62;2;60;20;0;0;;;0;0;;60;0;0;0;0;0;0
Gipuzkoa;ORIO;	061;;;4570;2917;15;2902;26;2876;1653;1013;41;;;151;1;;1558;18;4;10;41;6;33
Gipuzkoa;ORMAIZTEGI;	062;;;924;626;3;623;6;617;298;253;12;;;23;0;;300;6;0;5;4;1;13
Gipuzkoa;PASAIA;	064;;;12285;6762;52;6710;85;6625;5523;1817;298;;;973;8;;2913;110;17;46;155;14;274
Gipuzkoa;SEGURA;	070;;;1051;735;4;731;9;722;316;225;4;;;20;0;;458;3;2;0;5;1;4
Gipuzkoa;SORALUZE-PLACENCIA DE LAS ARMAS;	065;;;2769;1723;12;1711;8;1703;1046;520;68;;;259;0;;768;12;5;4;33;5;29
Gipuzkoa;TOLOSA;	071;;;15064;9651;50;9601;96;9505;5413;3311;238;;;688;12;;4697;63;18;44;178;11;245
Gipuzkoa;URNIETA;	072;;;4924;2774;25;2749;34;2715;2150;934;131;;;378;3;;1053;33;11;24;54;3;91
Gipuzkoa;URRETXU;	077;;;5327;3411;23;3388;31;3357;1916;1194;109;;;463;4;;1353;22;13;15;67;4;113
Gipuzkoa;USURBIL;	073;;;4940;3144;17;3127;27;3100;1796;685;71;;;210;1;;1942;18;11;27;52;6;77
Gipuzkoa;VILLABONA;	075;;;4347;2617;12;2605;36;2569;1730;797;66;;;194;7;;1372;27;10;16;47;1;32
Gipuzkoa;ZALDIBIA;	078;;;1161;830;6;824;8;816;331;171;5;;;24;0;;592;2;1;0;9;0;12
Gipuzkoa;ZARAUTZ;	079;;;18441;12273;47;12226;104;12122;6168;4941;504;;;1039;7;;4963;103;39;37;206;23;260
Gipuzkoa;ZEGAMA;	025;;;1112;759;;759;4;755;353;259;3;;;19;0;;463;0;1;2;3;0;5
Gipuzkoa;ZERAIN;	026;;;220;174;6;168;3;165;46;68;0;;;3;0;;93;0;0;0;1;0;0
Gipuzkoa;ZESTOA;	027;;;2809;1680;8;1672;24;1648;1129;514;15;;;67;2;;989;7;1;5;32;1;15
Gipuzkoa;ZIZURKIL;	028;;;2212;1301;6;1295;18;1277;911;371;38;;;126;3;;680;4;3;0;21;3;28
Gipuzkoa;ZUMAIA;	081;;;7871;5041;10;5031;49;4982;2830;1659;116;;;479;3;;2469;29;21;16;92;2;96
Gipuzkoa;ZUMARRAGA;	080;;;7522;4557;21;4536;50;4486;2965;1315;190;;;1048;4;;1538;63;15;17;102;4;190
