Lurraldea;Udalerria;Udalerriaren kod.;Hauteskunde-oharra;Oharra;Errolda;Botoak;Baliogabeak;Baliodunak;Zuriak;Botoak hautagaitzei;Abstentzioa;EAJ-PNV;PP;PH;PCTE / ELAK;PSE-EE/PSOE;PUM+J;O.E.;EH BILDU;VOX;EB-AZ;PACMA;PODEMOS-AHAL DUGU - ALIANZA VERDE;IZAN;SUMAR
Bizkaia;SOPELA;	085;;;11431;7362;73;7289;102;7187;4069;41.12;4.64;0.12;0.11;9.53;0.16;;34.5;1.18;0.43;0.54;2.4;0.12;3.75
Bizkaia;SOPUERTA;	086;;;2176;1275;136;1139;19;1120;901;35.12;5.09;0.0;0.09;9.22;0.26;;37.49;2.02;0.0;1.23;3.6;0.18;4.04
Bizkaia;SUKARRIETA;	076;;;305;220;5;215;5;210;85;51.16;2.79;0.0;0.47;3.72;0.0;;35.35;1.4;0.47;0.0;0.47;0.0;1.86
Bizkaia;TRUCIOS-TURTZIOZ;	087;;;442;323;;323;;323;119;68.73;2.48;0.0;0.31;4.33;0.0;;20.12;1.24;0.0;0.31;0.62;0.0;1.86
Bizkaia;UBIDE;	088;;;127;96;1;95;;95;31;21.05;0.0;0.0;0.0;4.21;0.0;;70.53;0.0;0.0;1.05;3.16;0.0;0.0
Bizkaia;UGAO-MIRABALLES;	065;;;3230;2143;20;2123;13;2110;1087;42.39;3.25;0.0;0.0;8.86;0.0;;38.06;0.94;0.09;0.52;2.54;0.05;2.68
Bizkaia;URDULIZ;	089;;;4435;2912;26;2886;35;2851;1523;42.58;5.06;0.03;0.17;7.24;0.07;;34.55;1.32;0.03;0.62;3.01;0.1;3.98
Bizkaia;URDUÑA/ORDUÑA;	074;;;3232;2174;22;2152;19;2133;1058;42.66;4.0;0.05;0.14;6.97;0.19;;39.41;1.44;0.28;0.19;1.44;0.05;2.32
Bizkaia;VALLE DE TRÁPAGA-TRAPAGARAN;	080;;;9830;6055;49;6006;48;5958;3775;35.16;4.81;0.07;0.08;21.99;0.1;;28.16;1.98;0.15;0.45;2.41;0.07;3.76
Bizkaia;ZALDIBAR;	095;;;2231;1370;15;1355;16;1339;861;32.69;5.17;0.15;0.0;15.13;0.0;;41.48;0.44;0.3;0.07;1.25;0.37;1.77
Bizkaia;ZALLA;	096;;;6482;4529;53;4476;39;4437;1953;52.03;3.69;0.07;0.11;9.38;0.11;;27.08;1.7;0.11;0.47;1.79;0.34;2.26
Bizkaia;ZAMUDIO;	905;;;2557;1749;28;1721;18;1703;808;47.7;3.72;0.0;0.0;6.1;0.06;;37.3;0.81;0.29;0.06;0.99;0.0;1.92
Bizkaia;ZARATAMO;	097;;;1306;788;10;778;10;768;518;40.49;4.24;0.13;0.0;9.0;0.0;;36.76;1.67;0.26;1.03;1.8;0.39;2.96
Bizkaia;ZEANURI;	024;;;1000;749;7;742;12;730;251;40.16;1.21;0.0;0.0;0.94;0.13;;52.96;0.0;0.13;0.0;0.94;0.4;1.48
Bizkaia;ZEBERIO;	025;;;879;656;8;648;6;642;223;44.14;1.08;0.0;0.0;1.23;0.0;;48.77;0.46;0.15;0.46;1.54;0.62;0.62
Bizkaia;ZIERBENA;	913;;;1254;882;11;871;18;853;372;47.19;2.41;0.11;0.11;4.59;0.0;;37.89;1.95;0.0;0.46;1.15;0.0;2.07
Bizkaia;ZIORTZA - BOLIBAR;	915;;;320;234;1;233;2;231;86;33.91;0.86;0.0;0.0;1.72;0.0;;60.94;0.0;0.0;0.0;0.43;0.0;1.29
Gipuzkoa;ABALTZISKETA;	001;;;249;156;1;155;2;153;93;47.74;0.0;;;0.0;0.0;;49.68;0.0;0.0;0.0;0.65;0.65;0.0
Gipuzkoa;ADUNA;	002;;;374;253;2;251;11;240;121;22.71;0.0;;;1.59;0.0;;68.53;1.2;0.0;0.0;1.2;0.0;0.4
Gipuzkoa;AIA;	016;;;1565;923;4;919;10;909;642;43.31;1.2;;;1.96;0.22;;47.33;0.54;0.87;0.33;0.87;0.44;1.85
Gipuzkoa;AIZARNAZABAL;	003;;;573;355;3;352;3;349;218;30.68;0.28;;;2.84;0.0;;62.22;0.28;0.28;0.28;1.42;0.0;0.85
Gipuzkoa;ALBIZTUR;	004;;;246;147;;147;5;142;99;44.22;0.68;;;8.16;0.0;;42.18;1.36;0.0;0.0;0.0;0.0;0.0
Gipuzkoa;ALEGIA;	005;;;1274;771;3;768;8;760;503;31.64;1.95;;;4.95;0.39;;55.47;1.3;0.0;0.26;1.56;0.0;1.43
Gipuzkoa;ALKIZA;	006;;;254;150;2;148;2;146;104;32.43;0.0;;;1.35;0.0;;60.14;0.68;0.0;0.68;2.03;0.68;0.68
Gipuzkoa;ALTZAGA;	906;;;124;87;;87;2;85;37;35.63;1.15;;;2.3;0.0;;56.32;0.0;0.0;0.0;2.3;0.0;0.0
Gipuzkoa;ALTZO;	007;;;346;223;2;221;3;218;123;23.98;0.9;;;0.0;0.0;;69.23;0.9;0.0;0.45;0.9;0.0;2.26
Gipuzkoa;AMEZKETA;	008;;;747;447;3;444;9;435;300;31.53;0.45;;;1.58;0.23;;62.39;0.45;0.45;0.0;0.45;0.0;0.45
Gipuzkoa;ANDOAIN;	009;;;11274;6540;55;6485;64;6421;4734;24.98;5.17;;;17.05;0.08;;42.74;1.65;0.31;0.45;2.79;0.08;3.72
Gipuzkoa;ANOETA;	010;;;1544;986;3;983;8;975;558;26.14;2.54;;;7.12;0.1;;58.29;1.32;0.1;0.1;1.32;0.1;2.03
Gipuzkoa;ANTZUOLA;	011;;;1598;1106;10;1096;12;1084;492;28.28;1.28;;;7.03;0.0;;58.21;0.64;0.18;0.18;1.28;0.09;1.73
Gipuzkoa;ARAMA;	012;;;132;80;;80;3;77;52;27.5;0.0;;;3.75;0.0;;62.5;1.25;1.25;0.0;0.0;0.0;0.0
Gipuzkoa;ARETXABALETA;	013;;;5561;3667;26;3641;22;3619;1894;33.45;1.92;;;7.42;0.14;;51.44;0.6;0.19;0.25;1.54;0.03;2.42
Gipuzkoa;ARRASATE/MONDRAGON;	055;;;16921;10352;50;10302;71;10231;6569;30.57;3.72;;;12.76;0.17;;44.23;0.86;0.26;0.41;2.73;0.17;3.44
Gipuzkoa;ASTEASU;	014;;;1200;684;4;680;6;674;516;29.41;1.76;;;2.94;0.0;;61.91;0.0;0.0;0.15;0.74;0.29;1.91
Gipuzkoa;ASTIGARRAGA;	903;;;5687;3471;27;3444;32;3412;2216;28.86;3.89;;;8.71;0.09;;48.11;1.42;0.58;0.58;2.12;0.32;4.38
Gipuzkoa;ATAUN;	015;;;1253;910;4;906;8;898;343;27.15;0.33;;;1.88;0.0;;68.43;0.55;0.11;0.11;0.33;0.0;0.22
Gipuzkoa;AZKOITIA;	017;;;8507;5368;15;5353;38;5315;3139;39.55;2.47;;;7.62;0.09;;45.17;0.84;0.21;0.35;1.61;0.19;1.2
Gipuzkoa;AZPEITIA;	018;;;11419;6973;45;6928;50;6878;4446;39.94;1.53;;;3.52;0.09;;51.66;0.59;0.07;0.19;0.88;0.09;0.72
Gipuzkoa;BALIARRAIN;	904;;;96;68;1;67;1;66;28;20.9;0.0;;;0.0;0.0;;74.63;0.0;1.49;0.0;0.0;1.49;0.0
Gipuzkoa;BEASAIN;	019;;;9864;5904;40;5864;76;5788;3960;39.27;3.63;;;11.55;0.12;;36.75;0.92;0.19;0.36;3.27;0.17;2.47
Gipuzkoa;BEIZAMA;	020;;;108;65;1;64;;64;43;40.62;0.0;;;0.0;0.0;;57.81;0.0;1.56;0.0;0.0;0.0;0.0
Gipuzkoa;BELAUNTZA;	021;;;209;119;;119;6;113;90;34.45;1.68;;;2.52;0.0;;53.78;0.0;0.0;0.84;0.0;0.84;0.84
Gipuzkoa;BERASTEGI;	022;;;899;605;2;603;6;597;294;33.33;0.66;;;1.99;0.0;;60.36;0.17;0.17;0.0;1.16;0.0;1.16
Gipuzkoa;BERGARA;	074;;;11245;7515;23;7492;47;7445;3730;32.81;2.03;;;8.5;0.05;;50.89;0.53;0.23;0.29;1.75;0.09;2.19
Gipuzkoa;BERROBI;	023;;;435;221;2;219;2;217;214;22.83;1.37;;;5.02;3.2;;65.3;0.46;0.0;0.46;0.0;0.0;0.46
Gipuzkoa;BIDANIA-GOIATZ;	024;;;417;235;2;233;2;231;182;27.9;1.72;;;0.86;0.0;;63.95;1.29;0.43;0.0;0.86;0.43;1.72
Gipuzkoa;DEBA;	029;;;4331;2938;16;2922;37;2885;1393;41.17;1.44;;;6.84;0.17;;44.22;0.65;0.17;0.31;1.54;0.27;1.95
Gipuzkoa;DONOSTIA/SAN SEBASTIÁN;	069;;;146560;92061;474;91587;1153;90434;54499;30.77;12.33;;;16.08;0.16;;29.88;2.07;0.48;0.66;2.22;0.2;3.89
Gipuzkoa;EIBAR;	030;;;20557;12831;55;12776;130;12646;7726;29.79;5.76;;;23.07;0.13;;32.44;1.33;0.34;0.43;2.32;0.44;2.93
Gipuzkoa;ELDUAIN;	031;;;185;103;;103;2;101;82;30.1;0.0;;;0.97;0.0;;66.99;0.0;0.0;0.0;0.0;0.0;0.0
Gipuzkoa;ELGETA;	033;;;861;605;3;602;5;597;256;29.07;1.66;;;4.32;0.0;;58.8;0.33;0.33;0.83;1.5;0.33;1.99
Gipuzkoa;ELGOIBAR;	032;;;8546;5490;31;5459;37;5422;3056;39.6;3.52;;;11.47;0.09;;39.37;0.84;0.24;0.35;1.65;0.37;1.83
Gipuzkoa;ERRENTERIA;	067;;;30524;17322;92;17230;172;17058;13202;21.63;5.93;;;20.33;0.06;;40.99;1.61;0.36;0.84;2.8;0.14;4.32
Gipuzkoa;ERREZIL;	066;;;451;285;3;282;3;279;166;27.66;0.0;;;0.0;0.0;;69.5;0.35;0.0;0.0;0.71;0.0;0.71
Gipuzkoa;ESKORIATZA;	034;;;3231;1981;8;1973;16;1957;1250;32.94;2.18;;;8.62;0.05;;49.16;0.56;0.15;0.25;1.72;0.3;3.24
Gipuzkoa;EZKIO-ITSASO;	035;;;465;317;;317;8;309;148;34.07;0.0;;;3.15;0.0;;53.94;0.95;0.0;0.0;0.95;0.63;3.79
Gipuzkoa;GABIRIA;	038;;;407;272;1;271;2;269;135;29.89;0.74;;;2.95;0.0;;63.47;0.0;0.37;0.0;1.85;0.0;0.0
Gipuzkoa;GAINTZA;	037;;;101;56;1;55;3;52;45;36.36;0.0;;;1.82;0.0;;52.73;0.0;0.0;0.0;3.64;0.0;0.0
Gipuzkoa;GAZTELU;	907;;;125;78;2;76;1;75;47;30.26;0.0;;;1.32;0.0;;57.89;0.0;0.0;1.32;7.89;0.0;0.0
Gipuzkoa;GETARIA;	039;;;2162;1630;12;1618;13;1605;532;38.07;0.43;;;2.22;0.12;;55.69;0.19;0.62;0.12;0.8;0.0;0.93
Gipuzkoa;HERNANI;	040;;;15762;9511;49;9462;80;9382;6251;23.27;3.06;;;10.85;0.16;;53.21;0.91;0.3;0.49;3.46;0.19;3.26
Gipuzkoa;HERNIALDE;	041;;;260;144;;144;1;143;116;40.97;0.0;;;1.39;0.0;;52.78;2.08;0.69;0.0;0.0;0.69;0.69
Gipuzkoa;HONDARRIBIA;	036;;;13493;8466;46;8420;101;8319;5027;42.74;5.83;;;10.58;0.19;;32.57;1.19;0.37;0.39;1.95;0.14;2.85
Gipuzkoa;IBARRA;	042;;;3103;1803;6;1797;19;1778;1300;30.61;2.56;;;8.85;0.06;;52.03;0.95;0.17;0.28;1.39;0.22;1.84
Gipuzkoa;IDIAZABAL;	043;;;1696;1121;13;1108;14;1094;575;39.71;1.71;;;2.35;0.09;;52.26;0.18;0.27;0.18;1.62;0.0;0.36
Gipuzkoa;IKAZTEGIETA;	044;;;351;229;;229;2;227;122;26.64;0.44;;;3.49;0.0;;65.07;0.44;0.0;0.0;2.18;0.0;0.87
Gipuzkoa;IRUN;	045;;;47296;26500;196;26304;290;26014;20796;32.03;10.02;;;22.02;0.16;;22.6;3.99;0.41;0.75;2.83;0.22;3.87
Gipuzkoa;IRURA;	046;;;1292;722;3;719;8;711;570;29.9;1.81;;;6.26;0.28;;54.24;2.36;0.42;0.28;1.53;0.0;1.81
Gipuzkoa;ITSASONDO;	047;;;453;294;2;292;3;289;159;23.29;1.71;;;1.71;0.0;;68.15;0.0;0.0;0.0;1.71;0.0;2.4
Gipuzkoa;LARRAUL;	048;;;192;112;;112;;112;80;28.57;1.79;;;4.46;0.0;;58.04;0.0;0.0;1.79;1.79;0.0;3.57
Gipuzkoa;LASARTE-ORIA;	902;;;14770;8673;41;8632;69;8563;6097;24.75;7.17;;;25.29;0.12;;32.11;2.36;0.31;0.71;2.37;0.17;3.83
Gipuzkoa;LAZKAO;	049;;;4230;2731;23;2708;17;2691;1499;36.6;1.59;;;5.61;0.04;;50.0;0.7;0.15;0.3;1.88;0.26;2.25
Gipuzkoa;LEABURU;	050;;;283;188;2;186;6;180;95;22.58;0.54;;;1.08;3.23;;63.98;0.0;0.0;0.54;1.61;0.0;3.23
Gipuzkoa;LEGAZPI;	051;;;6519;4233;22;4211;32;4179;2286;31.94;3.97;;;12.04;0.47;;44.29;0.97;0.21;0.33;2.26;0.09;2.66
Gipuzkoa;LEGORRETA;	052;;;1025;670;3;667;13;654;355;36.13;1.35;;;3.45;0.3;;51.27;1.2;0.0;0.6;1.95;0.0;1.8
Gipuzkoa;LEINTZ-GATZAGA;	068;;;170;108;2;106;5;101;62;33.02;0.0;;;0.94;0.0;;59.43;0.0;0.0;0.0;0.94;0.0;0.94
Gipuzkoa;LEZO;	053;;;4779;2776;13;2763;30;2733;2003;27.04;2.57;;;9.59;0.04;;53.67;0.8;0.07;0.25;1.85;0.29;2.75
Gipuzkoa;LIZARTZA;	054;;;477;294;3;291;2;289;183;14.78;0.0;;;0.0;0.0;;84.19;0.34;0.0;0.0;0.0;0.0;0.0
Gipuzkoa;MENDARO;	901;;;1443;895;4;891;5;886;548;38.5;2.92;;;8.31;0.11;;44.0;0.56;0.22;0.22;1.12;0.34;3.14
Gipuzkoa;MUNICIPIO CERA GIPUZKOA;	999;;;30657;;;;;;30657;0.0;0.0;;;0.0;0.0;;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Gipuzkoa;MUTILOA;	057;;;204;140;;140;6;134;64;24.29;0.0;;;2.86;0.0;;65.71;0.0;0.0;0.0;1.43;0.0;1.43
Gipuzkoa;MUTRIKU;	056;;;4082;2618;10;2608;19;2589;1464;37.88;2.45;;;3.49;0.23;;51.27;0.27;0.12;0.31;1.23;0.19;1.84
Gipuzkoa;OIARTZUN;	063;;;8249;5277;21;5256;50;5206;2972;21.58;1.6;;;3.65;0.06;;67.43;0.57;0.27;0.15;1.73;0.17;1.85
Gipuzkoa;OLABERRIA;	058;;;704;455;1;454;3;451;249;40.53;4.41;;;10.13;0.0;;38.55;0.44;0.88;0.44;1.76;0.22;1.98
Gipuzkoa;OÑATI;	059;;;8793;5904;23;5881;38;5843;2889;32.6;1.65;;;4.64;0.03;;57.13;0.15;0.03;0.15;1.22;0.12;1.62
Gipuzkoa;ORDIZIA;	076;;;6995;4408;20;4388;52;4336;2587;33.82;3.08;;;9.85;0.11;;42.78;1.0;0.25;0.3;4.1;0.23;3.3
Gipuzkoa;ORENDAIN;	905;;;173;123;;123;3;120;50;17.89;0.0;;;0.0;0.0;;77.24;0.81;0.0;0.81;0.0;0.0;0.81
Gipuzkoa;OREXA;	060;;;84;64;2;62;2;60;20;0.0;0.0;;;0.0;0.0;;96.77;0.0;0.0;0.0;0.0;0.0;0.0
Gipuzkoa;ORIO;	061;;;4570;2917;15;2902;26;2876;1653;34.91;1.41;;;5.2;0.03;;53.69;0.62;0.14;0.34;1.41;0.21;1.14
Gipuzkoa;ORMAIZTEGI;	062;;;924;626;3;623;6;617;298;40.61;1.93;;;3.69;0.0;;48.15;0.96;0.0;0.8;0.64;0.16;2.09
Gipuzkoa;PASAIA;	064;;;12285;6762;52;6710;85;6625;5523;27.08;4.44;;;14.5;0.12;;43.41;1.64;0.25;0.69;2.31;0.21;4.08
Gipuzkoa;SEGURA;	070;;;1051;735;4;731;9;722;316;30.78;0.55;;;2.74;0.0;;62.65;0.41;0.27;0.0;0.68;0.14;0.55
Gipuzkoa;SORALUZE-PLACENCIA DE LAS ARMAS;	065;;;2769;1723;12;1711;8;1703;1046;30.39;3.97;;;15.14;0.0;;44.89;0.7;0.29;0.23;1.93;0.29;1.69
Gipuzkoa;TOLOSA;	071;;;15064;9651;50;9601;96;9505;5413;34.49;2.48;;;7.17;0.12;;48.92;0.66;0.19;0.46;1.85;0.11;2.55
Gipuzkoa;URNIETA;	072;;;4924;2774;25;2749;34;2715;2150;33.98;4.77;;;13.75;0.11;;38.3;1.2;0.4;0.87;1.96;0.11;3.31
Gipuzkoa;URRETXU;	077;;;5327;3411;23;3388;31;3357;1916;35.24;3.22;;;13.67;0.12;;39.94;0.65;0.38;0.44;1.98;0.12;3.34
Gipuzkoa;USURBIL;	073;;;4940;3144;17;3127;27;3100;1796;21.91;2.27;;;6.72;0.03;;62.1;0.58;0.35;0.86;1.66;0.19;2.46
Gipuzkoa;VILLABONA;	075;;;4347;2617;12;2605;36;2569;1730;30.6;2.53;;;7.45;0.27;;52.67;1.04;0.38;0.61;1.8;0.04;1.23
Gipuzkoa;ZALDIBIA;	078;;;1161;830;6;824;8;816;331;20.75;0.61;;;2.91;0.0;;71.84;0.24;0.12;0.0;1.09;0.0;1.46
Gipuzkoa;ZARAUTZ;	079;;;18441;12273;47;12226;104;12122;6168;40.41;4.12;;;8.5;0.06;;40.59;0.84;0.32;0.3;1.68;0.19;2.13
Gipuzkoa;ZEGAMA;	025;;;1112;759;;759;4;755;353;34.12;0.4;;;2.5;0.0;;61.0;0.0;0.13;0.26;0.4;0.0;0.66
Gipuzkoa;ZERAIN;	026;;;220;174;6;168;3;165;46;40.48;0.0;;;1.79;0.0;;55.36;0.0;0.0;0.0;0.6;0.0;0.0
Gipuzkoa;ZESTOA;	027;;;2809;1680;8;1672;24;1648;1129;30.74;0.9;;;4.01;0.12;;59.15;0.42;0.06;0.3;1.91;0.06;0.9
Gipuzkoa;ZIZURKIL;	028;;;2212;1301;6;1295;18;1277;911;28.65;2.93;;;9.73;0.23;;52.51;0.31;0.23;0.0;1.62;0.23;2.16
Gipuzkoa;ZUMAIA;	081;;;7871;5041;10;5031;49;4982;2830;32.98;2.31;;;9.52;0.06;;49.08;0.58;0.42;0.32;1.83;0.04;1.91
Gipuzkoa;ZUMARRAGA;	080;;;7522;4557;21;4536;50;4486;2965;28.99;4.19;;;23.1;0.09;;33.91;1.39;0.33;0.37;2.25;0.09;4.19
